timestamp_utc,city,niche,business_name,address,phone,website,rating,num_reviews,would_call,reason,evidence_quote,highlighted_evidence_json,owner_name_guess,reviews_json
2026-03-12T08:04:28Z,Seattle,plumber,All City Sewer Repair,Not listed,,https://www.allcitysewerrepair.com/,5.0,81,yes,"mentions multiple people, but primarily david and ""his crew"" signaling he owns it, meaning he is the owner",,"[{""review_index"": 1, ""text"": ""David and his entire crew were""}, {""review_index"": 2, ""text"": ""David and his crew are professional,""}, {""review_index"": 3, ""text"": ""David was incredibly responsive and had a crew here within""}]",david,"[""If I could give 1,000 stars, I would.\n\nAll City Sewer is absolutely top-notch. David and his entire crew were incredible to work with—professional, hardworking, and genuinely invested in doing the job right.\n\nThey even worked on Christmas Eve to keep my project on schedule, which says everything about their commitment. As a newer general contractor, trust and integrity matter immensely to me, and David brings both in a big way. He’s honest, transparent, and takes real pride in his work—not just completing the job, but making sure the drains are set up correctly and everything functions exactly as it should.\n\nDuring Seattle’s atmospheric river, before we could even get the new drain installed, David went above and beyond and lent me his own water pump to help protect the site. That kind of support is rare and speaks volumes about the way he shows up for his clients.\n\nI truly felt like David and his team were partners in my project, not just a vendor. I can’t recommend All City Sewer highly enough."", ""All City Sewer Repair just finished my sewer repair and they did a great job! David and his crew are professional, responsive, on time and went above and beyond to complete the work and the clean up. They did an excellent job communicating during the project, keeping me informed over a holiday weekend. I highly recommend All City Sewer Repair."", ""If you need quick, thoughtful, and fairly-priced help with a sewer issue, give All City a call. David was incredibly responsive and had a crew here within hours. Dan and his team were polite, tidy, and efficient. They determined the source of our issues and worked with other contractors on-site to get the repairs permitted and completed in a day. Communication throughout was outstanding, there was good photo-documentation of all work, and the final invoice was very reasonable.\nNo one wants to be dealing with a sewer or drainage problem. All City will take care of it - and you'll feel confident and supported throughout."", ""I am thrilled to have been referred to David at All City Sewer Repair. We had a somewhat urgent backed up sewer line, and after getting three other quotes I decided to work with David’s company. I was impressed from the time of the on-site quoted estimate , because David thoroughly scoped and  inspected my pipes, took the time to carefully unscrew and the replace my deck boards as he proceeded to inspect for every possible clean out pipe available before giving me a quote. He made sure he understood the full problem and sought out viable options before coming up with solutions and quotes. David explained the problem, what the work to fix the problem would look like and how long it would take to resolve. When jetting alone wasn’t enough, we had a two-way clean out installed, new PVC installed with a liner to the city main sewer pipe. The entire job was done on time in a matter of days, the work was on task, and his crew was respectful and tidy. I would highly recommend working with David and his crew at All City Sewer Repair. His quotes were competitive and my entire experience was a  highly professional one. Thank you David and team!"", ""I highly recommend using David and his services. I initially reached out because my downspouts were going into a clogged pipe.\n\nDavid was quick to respond and schedule to come out to look at the issue. At first he thought I needed to hydro jet the line. He came out to find that the pipe was a dead end and didn't go anywhere. After a couple visits with investigating and giving his honest thoughts on the situation. We added in two dry wells to my downspouts guiding the rain water away from the house. Him and his team were efficient and cleaned up within a couple days.\n\nAs a first time homeowner I was unsure of what to do in my situation. I couldn't thank David enough for his services and giving me the best advice.\nPositive\nResponsiveness, Punctuality, Quality, Professionalism, Value\nServices\nService not listed"", ""I hired David and his team to repair and line the sewer line at our West Seattle home. He was prompt, efficient and really responsive and detailed in all communication. I wouldn't hesitate to recommend him to someone needing this kind of work done.""]"
2026-03-12T08:05:54Z,Seattle,plumber,Pacific Custom Sewer and Drainage,"
8001 14th Avenue Northeast Suite A, Seattle, WA 98115",,https://seattleseweranddrainage.com/,5.0,63,yes,"even though one review says ""the tech james"", he is still signaled as an owner in all the other reviews, it was just a client who didnt know he runs this company alone",,"[{""review_index"": 1, ""text"": ""James is great""}, {""review_index"": 2, ""text"": ""The tech James was very nice""}, {""review_index"": 3, ""text"": ""but to James at Pacific Custom Sewer and Drainage""}, {""review_index"": 4, ""text"": ""James restored the fountain out front of our 1930s era apartment complex.""}]",james,"[""James is great. He was able to come over quickly when I had a clog causing a significant leak in my basement. He diagnosed the issue quickly, getting lots of detail on the phone beforehand so he could come prepared with the right tools. And he was able to fix the clog fast, working with pretty wonky old house piping. I would happily hire James again for any plumbing need."", ""Two weekends ago, I went to get our porch furniture out and I found our water heater was leaking. It was a Saturday morning, and I assumed we were going to have to wait, but I called Pacific Custom Sewer and Drainage. They were to my place within two hours, and replaced the water heater same day. The tech James was very nice, and the company was reasonably priced. He took what felt was a disaster and our problems was solved within a few hours.\nI would highly recommend Pacific Custom Sewer and Drainage for your plumbing needs. James even brought out system up to code, and created a more efficient system by doing so. They were professional, timely, reasonably priced, clearly knew what they were doing and were very courteous. Here are some pictures of what I walked into, and how well installed the new on is.\nServices\nWater heater installation"", ""If you are looking for a plumber, look no further but to James at Pacific Custom Sewer and Drainage. His professionalism is top notch. My experience hiring James was fun. I was very grateful to find James. He was on time, very professional,  detailed, clean, polite, and super positive. I was very pleased with the job he completed. I will 100% refer him to my community. He was easy to chat with too. We had a good time talking sports and just life in general. As he completed the job, he didn't miss a beat even though we were chatting. He kept his focus and I added a hand by assisting him grab a tool here and there. James, I thank you again for being awesome and for the awesome job you did to the sink that was leaking and loose."", ""James restored the fountain out front of our 1930s era apartment complex. It turned out so much better than expected. He was very knowledgeable and efficient. Our residents are overjoyed and so are we!\nPrice assessment\nGreat price\nServices\nOutdoor plumbing system repair"", ""I am so grateful that I booked James for my plumbing work. He installed my dishwasher and fixed the leaky toilets. He was very professional and experienced in his job. The old parts needed to be replaced to fix the issue so he immediately went all the way to the store to get those parts and got the work done on the same day."", ""James stopped by to take a look at my sump pump. He was incredibly helpful and knowledgeable. Also very practical - didn’t just jump to the most expensive or time consuming solutions, instead trying to focus on solutions that could solve the issue in the most economical way. Would highly recommend.""]"
2026-03-12T08:06:50Z,Seattle,plumber,Knockout Plumbing & Mechanical LLC,"
1724 S Spokane St, Seattle, WA 98144",,https://www.knockoutplumbingseattle.com/,4.9,49,yes,"two names mentioned and are significant given context, I would call and ask for either colin or zach as they seem to be co owners",,"[{""review_index"": 1, ""text"": ""Zach came out to cap off a gas line""}, {""review_index"": 2, ""text"": ""Zach showed up and looked at the situation""}, {""review_index"": 3, ""text"": ""specifically Colin Forster enough!""}, {""review_index"": 4, ""text"": ""Zack and his crew replaced my""}, {""review_index"": 6, ""text"": ""Colin and his team""}]",zach,"[""Knockout was great to work with - very courteous, responsive, and fair pricing. Zach came out to cap off a gas line for an appliance we switched to electric. The option was to do it from the inside or from the outside and remove the dedicated pipe altogether. Zach gave reasonable pricing (checked with two other companies) and was able to get the job done right away with expertise and professionalism. Knockout will be our top-choice, first-call for any future pluming needs in our home.\nPrice assessment\nGreat price"", ""I asked these guys about hydrojetting our old sewer line that would occasionally get clogged. Zach showed up and looked at the situation, and after chatting for a bit he figured I could DIY it so I would know how to do it rather than paying every time it happeened. So he showed me a fitting for my pressure washer I could get, and described what to do. I did all that and it worked great, and I saved $850 that it would have cost, and then I knew how to do it going forward. They didn't even charge me. They're super honest guys with a lot of integrity. Definitely recommend them."", ""I cannot recommend Knockout Plumbing and specifically Colin Forster enough! I was in a bind trying to sell my house from across the country and the buyers had some plumbing related requests before agreeing to move forward. Colin was super fast to get back to me, understand the asks, assess the actual work, and complete the fixes. He was so understanding and patient, walking me through what needed to be done and handled it all super quickly so we could proceed with getting the house sold. It's hard to find people you can trust, especially when you're no longer local to a place, and I really felt like I can trust Colin and the team. They were amazing! Definitely use them for any of your plumbing needs!"", ""Zack and his crew replaced my kitchen sink drain after it started leaking. I was really happy with the price, and the speed and quality of their work. It was also easy to get a quote and schedule over the phone. I would definitely hire Knockout Plumbing again in the future!"", ""Zach is a consummate professional. He was thorough, timely, efficient, personable, and diligent. He returned the next day after the job to place a cover on a part, which is something my partner & I wouldn’t have known. Clearly, he has integrity, which in my book is paramount. We emphatically would not recommend anyone else, but him and his team for plumbing jobs. We were beyond pleased with Zach’s skill and caliber. 20/10 ⭐️"", ""Colin and his team have completed 2 projects for us and is always very helpful and informative in his diagnosis and explaining his course of action. I highly recommend him and Knock out Plumbing for all your plumbing needs.""]"
2026-03-12T08:07:22Z,Seattle,plumber,Drain Beast- Seattle,"
12219 Military Rd S, Seattle, WA 98168",,https://drainbeastservices.net/,4.8,36,no,mentions technicians and multiple people,,"[{""review_index"": 1, ""text"": ""They showed up on time""}, {""review_index"": 2, ""text"": ""The technicians were not only professional and efficient""}]",,"[""Drain Beast Plumbing helped us resolve a stubborn drain issue and the whole process was smooth from start to finish. They showed up on time, explained the problem clearly, and completed the work efficiently - highly recommend them for anyone needing reliable plumbing help."", ""I had an amazing experience with Drain Pro for my septic tank pumping. The service was top-notch from start to finish. The technicians were not only professional and efficient, but also super friendly and informative. They arrived on time, and made sure everything was done thoroughly and cleanly.\n\nThe whole experience was smooth, and I now feel confident knowing my septic system is in great shape."", ""Friendly, Knowledgeable,Hard working,Great communication. Everything you want to have in a plumbing and septic contractor.\nWill work with them again. Highly recommended!\nPrice assessment\nGreat price\nPrice\n$500–600\nServices\nSewer cleaning"", ""Chris and Justin are very polite and knowledgable. They kept me informed throughout as to what needed to be done to resolve my septic tank/drainfield problem They don't smoke or use foul language. I will continue to use and will highly recommend Drain Pros to others"", ""Technician, Papa does such an amazing job every time he is on the property at Tukwila Station Apartments. He has great time management and resolves our plumbing issues immediately. I absolutely recommend Drain Pro Plumbing for all of your plumbing issues or needs. Drain Pro is our go to plumbing vendor."", ""Thank you for being flexible and communicating well.  I had a good experience with the service. Taking care of our community -- That is a very respectful thing and people can enjoy their clean comfortable home thanks to your hard work.""]"
2026-03-12T08:08:09Z,Seattle,plumber,Fast Response Plumbers CO,"
9431 16th Ave SW, Seattle, WA 98106",,https://flowrestoreexperts.com/,5.0,19,no,"no mentions of specific name, also mentions technician, also uses they more than he",,"[{""review_index"": 1, ""text"": ""They scheduled a visit the same day""}, {""review_index"": 4, ""text"": ""The technician answered all questions.""}, {""review_index"": 5, ""text"": ""They handled my plumbing""}]",,"[""I called about a strange noise coming from my pipes. They scheduled a visit the same day and identified a small leak in a hidden joint. Repair was fast, and they provided a clear explanation. Very impressed with the thorough evaluation and professionalism."", ""Our toilet kept running despite multiple attempts to fix it. Precision Plumbing came the next day and resolved the issue within an hour. They explained what was wrong and offered tips to avoid future problems. Service felt professional and reliable."", ""Highly skilled and trustworthy plumbing company. I’m very satisfied."", ""Water heater installation was done properly. The technician answered all questions. Performance is excellent. Highly satisfied."", ""They handled my plumbing emergency quickly and professionally."", ""Highly recommend this company for plumbing repairs or installations.""]"
2026-03-12T10:33:12Z,miami,mobile detailer,Nate's the great mobile car Care LLC,"
631 NW 73rd Ln, Miami, FL 33150",,Not listed,4.5,95,yes,"many mentions of ""nate""",,"[{""review_index"": 1, ""text"": ""I believe Nate the Great fix my marriage""}, {""review_index"": 2, ""text"": ""I contacted this gentleman over the phone""}, {""review_index"": 3, ""text"": ""Nate did an amazing job""}]",nate,"[""Nice the great is the best mobile car detailing I ever had do my car he also did my wife's car she was very happy I believe Nate the Great fix my marriage thank you Nate"", ""The proof is in the photos. I contacted this gentleman over the phone and we made an agreement that he would completely shampoo. The carpet, buff all paint, transfer marks and scratches on the outside of the vehicle, completely clean the"", ""Nate did an amazing job taking care of my vehicle. He is friendly and inviting and has uncompromising qualities that is going to wow you. He took the stain out the ceiling of my car, and now it looks as if was never there. Don’t rush the"", ""My man got here within 2 hours on a last minute call. He took care of me! I wanted to surprise my gf for Christmas with a nice detail and He went above and beyond then what was asked for. I will be calling him again for my other cars!"", ""So unprofessional! This company cleaned my car before and did an outstanding job . This time he agreed  to clean my car last minute . He stated that he now requires a deposit of $20. The money was sent. The service was never provided . My"", ""Great communication during booking process. We paid a 50% deposit. He never arrived to the appointment and my phone calls went to voicemail after one ring. Disappointed to say that Nate is probably a scammer""]"
2026-03-12T10:33:46Z,miami,mobile detailer,Miami Mobile Car Wash,Not listed,,http://www.miamimobilecarwash.com/,3.9,44,yes,directly references an owner,,"[{""review_index"": 1, ""text"": ""The new owner Norber""}]",norbert,"[""The new owner Norbert is he’s team is great on time he’s employee Roberto detailed my car because I was going to sell it but after he cleaned it I decided to stay with it. He made it looks new again I recommend everyone to use them!"", ""My car came out amazing!!! My headlights were super dull and there was tree sap all over my trunk. Dave was able to remove all of it and was super helpful."", ""AMAZING SERVICE! My car looks brand new, like straight from a dealership. That’s how good this company is! David, is super nice and hardworking man. Also, great value! I highly recommend this company. I love how they go to you."", ""David was able to come out and detail my car the same day I called. He did an excellent job! I warned him that it needed a lot of work; it didn't faze him in the least, and the results were fantastic. I will definitely use his car detailing service again."", ""David is the best!! He came to our office right away and cleaned my car the best it has ever been cleaned. Super nice and friendly guy, hardworking and great price to wash a Honda. I'll definitely use him again next month along with"", ""My secretary called them and they came out (not Dave) some young guys they washed and waxed my range rover and it was the worst job I have ever seen. The car was full of wax when I came back and the rims we not properly cleaned and the""]"
2026-03-14T10:12:22Z,denver,mobile detailer,FB Mobile Auto Detailing LLC,"
7575 E Arkansas Ave #8-203, Denver, CO 80231",,https://www.fbdetailingandcoating.com/,4.9,57,yes,,,"[{""review_index"": 1, ""text"": ""Sean did a fantastic job""}, {""review_index"": 2, ""text"": ""Sean at FB Mobile Auto Detailing""}]",sean,"[""Sean did a fantastic job applying graphene ceramic coating our SUV. Graphene ceramic helps water to bead up, repels dirt, protects our paint from road grime, sap, sun fade, and gives a little protection against light scratches. It is only two years old but Colorado UV rays are significant and harsh, and road grime is prevalent. Black vehicles have to be washed a lot in any climate, and the PH level in the car wash detergent really does a number on the finish. We couldn't believe how fast our clear coat was breaking down and we had a lot of swirling. Sean was knowledgeable about the coatings he offers and was meticulous in the process. He came to our home and did the work, so we were able to see the progress all day. We got a number of bids and felt Sean's was very price competitive. Our SUV looks brand new again, and the coating should last 5 years before needing to be reapplied with basic care. Snow and ice will roll off very easily now. We won't have to wash it as often and will only need the quick, touchless self-service car wash. We are told we don't even have to dry it. The coating resists spots. We highly recommend FB Mobile Auto Detailing and will use them again and recommend to friends."", ""Sean at FB Mobile Auto Detailing has been nothing short of amazing. I recently bought my dream truck and wanted a detailing service that would truly go above and beyond to keep it in pristine, like-new condition—and FB Mobile Detailing has exceeded my expectations in every way. Their attention to detail is incredible. Every inch of the truck, inside and out, is spotless and perfectly cared for. I also had Sean apply a ceramic coating, and I honestly don’t think I’ve ever seen a vehicle look this shiny and clean. The paint looks absolutely incredible and is clearly well protected. On top of the outstanding work, the service is kind, professional, and friendly. Sean truly takes pride in what he does, and it shows. FB Mobile Auto Detailing will be the only detailing service I trust with my truck going forward. If you’re looking for top-tier results and service that goes above and beyond, this is the company to choose—hands down."", ""Love the end result! He did a great job and the truck looks new! He got out stains from life and kids and we couldn't be happier! 😊 He was incredibly diligent about trying to ensure it was perfect!"", ""Iron Peak Detailing is the real deal!! Knowing the owners work ethic and attention to detail being excellent, I already had faith in the outcome of my car being detailed interiorly and externally. JP did not disappoint! I enter my car now feeling as if it’s brand new! Each crevice, crack, mat and display was taken great care of by him. All exterior lights, paint and windows have the perfect shine. I truly get excited to get into my car now with many people asking about the detail work. Highly recommend this company for your car!"", ""Sean did an incredible job detailing my car. It looks brand new for the first time in over 10 years! He’s professional, thorough, and clearly takes pride in his work. My car looks so dang good I almost didn’t recognize it. I highly recommend Sean if you want to fall back in love with your ride!"", ""I met with several car detailers, trying to make sure I got the right one. I decided on Sean and wow, just saying that his work was amazing would be an understatement. My Lexus is 10 years old and recently purchased. I'm not exactly sure what he did because I was working, I only know that when I came home the car looked like glass. I made a wise choice indeed and intend on using Sean again for an older Toyota Camry.""]"
2026-03-14T10:12:57Z,denver,mobile detailer,Love My Ride Mobile Car Detailing - Denver South,"
5830 Downing St Unit L20, Denver, CO 80216",,http://www.lovemyride.shop/,4.9,107,yes,many mentions of evan,,"[{""review_index"": 2, ""text"": ""done by Evan at Love My Ride.""}, {""review_index"": 3, ""text"": ""Evan did an incredible job""}, {""review_index"": 4, ""text"": ""Evan did a great job""}]",evan,"[""Oh my word this spot is fantastic! If you love your ride go here! Excellent customer service. Every little detail is noticed. You will not be disappointed!! Ask for Alex, he is the best!! Never have I ever found a better spot to spruce up my ride!! I’m happy, my wife is happy and when my wife is happy, I’m so grateful!!!"", ""Just finished getting interior and exterior detailing done by Evan at Love My Ride. He worked incredibly hard and paid attention to all the details. Also took care of the old headlights lights to make them look new again. Before and after photos attached. Truck looks incredible and feels new on the inside again. Highly recommend!"", ""Evan did an incredible job on my Blazer RS! I have been driving my car for going on three years and it looks like I’ve been driving it every now and then (I use my car regularly). I’m floored by how nice my car looks and feels 🙌🏻"", ""Evan did a great job on the detailing itself, but it's also worth noting that he was very communicative and transparent throughout the process. I had limited availability the day that we scheduled the detailing and he was very patient and understanding with me despite the challenges it presented. All around a solid experience."", ""Evan was great on such short notice. He did a fabulous job on my company car, even dropping at the hotel when finished."", ""If you're looking for a business that cares for your car like theirs, look no further! I'm not from Colorado, and my current residence does not have a way to handwash my vehicle as I'd like, but thankfully, I found The Car Detail Queen. First, the detailed work is fantastic, the communication with appointment changes and vehicle status is superb, and ultimately, it's a family business that deserves recognition. You'll find hundreds of car detailing services across Denver, and their prices don't necessarily reflect quality work. In contrast, I can not find a reason not to return to The Car Detail Queen; honestly, they've made it difficult for me to consider other businesses. If you're like me and hate driving around with your car covered in desert sand or dry snow, depending on the season, book online now—before I take the next appointment!""]"
2026-03-15T09:07:29Z,Seattle,mobile detailer,Seattle Super Mobile Detailing,Not listed,,https://seattlesuperdetail.com/,4.9,114,no,"lots of ""they"" and no single name mentioned",,"[{""review_index"": 2, ""text"": ""Such an extremely knowledgeable team""}, {""review_index"": 3, ""text"": ""They came""}, {""review_index"": 4, ""text"": ""They did an excellent job""}]",,"[""Amazing! I thought I'd have to remove the carpet because of the pet smell, especially when it was damp out. This great company was my last hope - it has been several weeks and the house still smells great. No pet or musty smells at all. Well worth $$$"", ""Such an extremely knowledgeable team about the different types of tile and grout. I had actually thought about having the tile replaced, but the two guys came and cleaned everything. The Limestone tile and grout turned out great! Vote 5*"", ""1 Planet Junk Removal was pleasant to work with. They came and removed a mattress and bedframe for us. Super reasonable prices and great customer service."", ""They did an excellent job. Hauling, removal and dumping my stuff. Very eco friendly. Showed up on time and did an excellent job. Will use and recommend their services to my friends."", ""Very prompt service and fair prices in junk removal! I highly recommend! Positive Responsiveness, Quality, Value"", ""They did a great job Services Appliance removal & disposal, Furniture removal, Junk removal, House & garage cleanouts, Yard debris removal""]"
2026-03-15T09:08:51Z,Seattle,mobile detailer,Krueger's Mobile Detailing - Seattle,Not listed,,http://kruegersmobiledetail.com/,5.0,89,no,too many names mentioned,,"[{""review_index"": 1, ""text"": ""Lawrence did an AMAZING job""}, {""review_index"": 2, ""text"": ""Diego buffed out some bird scratches""}, {""review_index"": 4, ""text"": ""and JT never balked. He went above and beyond""}]",,"[""Lawrence did an AMAZING job at interior detailing for my BMW 3 series. My car was definitely in need of some serious attention. Lawrence was thorough, kind, communicative about his arrival times, and left my car feeling brand new. Will definitely work with them again in the future !"", ""On time, thorough, courteous service. Diego buffed out some bird scratches and made our car shine like brand new. Would definitely recommend!"", ""Thrilled with Krueger’s Olympic Auto Detailing. Service is friendly, fast and the quality detail work is always consistently excellent. We are a small car rental company, and we sometimes need to bring our worst “post rental outcomes” (i.e., completely trashed) for cleaning and a thorough detailing. JT and his team never disappoint. The cars come back looking as good as new - sometimes even better than we remember! We have tried several detailers, but we continue to return to Krueger’s. JT and his team inspect your car and offer suggestions for additional services or even recommend when we can forego services to focus on what the car actually needs to ensure best value. We’ve been so pleased by the results, that now I bring my personal vehicle for detailing too - dog fur and all! Although we have been lucky enough to get an appointment when we need Krueger’s - sometimes they book up fast. I suggest booking in advance to save your spot! Positive Punctuality, Quality, Professionalism, Value Services Auto detailing, Full body wash, Auto interior vacuuming, Wheel washing"", ""I can't recommend these guys enough! I've had my vehicles detailed a lot over the years and this was the first time I've walked away feeling truly great about it both in price and quality delivered. I brought them a dirty, sticky car filled with dog hair and JT never balked. He went above and beyond to get my honda fit clean and sparkling and back to me in the time I needed it and helped me understand how to better care for my car for longlasting results. He's knowledgeable, professional, personable, and a perfectionist when it comes to details on a car -- everything you want in an auto detailing shop! I wish I'd found them 5 yrs ago"", ""hand wax, rv removal, detailing... every service was so nice! Also, the price for each work is listed clearly on the bill I had no complaint about their work. I love the smell they left after \""serving\"" my car. So comfortable."", ""Krueger's Mobile Detailing always tries their best to provide premium detailing services for all clients. The more I come here, the more I feel comfortable with the great fragrance of my car. I'm so thankful for your team!""]"
2026-03-15T09:09:55Z,Seattle,mobile detailer,Level Up Mobile Detailing,Not listed,,https://levelupdetail.com/,5.0,78,no,"mentions employees, not a single owner",,"[{""review_index"": 1, ""text"": ""The employees were nice and welcoming""}]",,"[""I took my car to Prime Mobile Detailing. They did a great job with my suv washing and detailing. The employees were nice and welcoming. My car was sparkling clean after they were finished. I am happy with this business and will be a returning customer! Positive Punctuality, Quality, Professionalism, Value Services Auto detailing"", ""The guys from Prime Mobile Detailing came out to my place all the way in West Seattle and did a solid job detailing my truck. I had forgot to mention I was looking to have the truck sanitized along with the detailing and told them about half way through the job. The guys happily steam cleaned and wiped down the entire interior (again) and didn’t charge me a cent extra. I’ll be calling radiance again in the future . Services Auto detailing, Clay bar treatment, Headlight polishing, Interior scenting, Auto interior vacuuming, Seat shampooing, Steam cleaning"", ""Abu did a great job with cleaning the inside and outside of our car. It looks like new! He was professional, courteous and takes pride in his work. I would highly recommend him and Prime Mobile Detailng for your auto needs. Services Auto detailing, Full body wash, Headlight polishing, Interior scenting, Auto interior vacuuming, Wheel washing"", ""I had my MDX detailed by Prime Mobile Detailing. They were prompt and did a great job. I will be using them again! I would highly recommend to friends and family.😊 Positive Punctuality, Professionalism Services Auto detailing, Car waxing, Headlight polishing"", ""So this was the first time I’ve ever had my car detail cleaned in the 5 years I’ve owned it. Diego was the technician who cleaned my car today and did an amazing job. Literally my car looks almost brand new. He was here for about 4 ish hours to do an interior and exterior detailing and his quality of work was great. He asked if there were any parts of my car I wanted extra attention paid to and did a great job cleaning there in addition to the rest of the car. He was kind and super professional and did thorough work. I’d absolutely use the company again and request Diego. Positive Punctuality, Quality, Professionalism Services Auto detailing, Full body wash, Auto interior vacuuming, Wheel washing"", ""LJ detailed my 2012 Forester, that hadn't been properly cleaned ever. The car looks fantastic. The front seats had sweat and coffee stains over most of the seat and back. The stains couldn't be entirely removed, but the worst ones are light enough now to be nearly invisible. The cracks and crevices that once we're full of food and nature debris are now clean. He checked every inch of the car. I will definitely use Seattle Mobile Detailing again and will recommend them to friends and family. Positive Punctuality, Quality, Professionalism, Value Services Auto detailing, Full body wash, Auto interior vacuuming, Steam cleaning""]"
2026-03-15T09:10:32Z,Seattle,mobile detailer,Seattle Auto Mobile Detailing,Not listed,,https://seattleautomobiledetailing.com/,5.0,67,yes,,,"[{""review_index"": 1, ""text"": ""Thanks to Abu’s great customer service,""}, {""review_index"": 2, ""text"": ""Abu did an outstanding interior detail on my Honda Civic""}, {""review_index"": 3, ""text"": ""Abu did an amazing job""}]",abu,"[""Thanks to Abu’s great customer service, I came back a second time. Abu is knowledgeable, conscientious, and gives a reasonable $$ deal. Both cars I had cleaned were dangerously moldy. Abu asked me questions about the problem to make sure I wasn’t paying for a service that would end up being for nothing. Abu wears proper protection and understand mold is common in Seattle and know how to get rid of it. He also found a bunch of dog hair and those are so hard to get out of cars. And he removed them all!!! I’m borderline low income and I can tell you they’re not going to charge you your whole tax refund amount if you get my meaning. The work is incredible. Leave your detailing to the professionals such as these. Thank you so much!"", ""Abu did an outstanding interior detail on my Honda Civic. I had a lot of built-up dirt and pet hair, and he was incredibly thorough, the carpets, seats, and interior surfaces looked and smelled brand new. You can tell he takes real pride in his work and doesn’t rush through details. What really stood out was his professionalism and kindness. He handled an unexpected and awkward miscommunication during the appointment with a lot of patience and grace, which I truly appreciated. Abu’s pricing is very fair for the quality of work he delivers. If possible, I’d recommend calling him directly to book, he mentioned that third-party platforms take a large portion of the cost, and he absolutely deserves the full value of his work. Highly recommend Abu if you’re looking for a trustworthy, skilled, and respectful auto detailer."", ""I just found my go-to auto detailer! Abu did an amazing job on my exterior and interior and my jeep wrangler looks brand new. He was extremely thorough and didn’t miss an inch. With my busy schedule, his mobile detailing services at my house made it so easy and efficient. Would absolutely recommend seattle Auto Mobile Detailing & Abu’s services."", ""Just a perfect experience. I had no idea our slovenly car could clean up so nice! Abu is a find, just gave it his all and left no stone unturned. I recommend that you use his services, you won’t regret it!"", ""Abu is awesome! Super kind and detail oriented. My car has never looked better. I feel like it’s brand new. Thank you so much! We will be repeat customers!"", ""Abu did an excellent job detailing my car and gave me a great deal. He was very kind, professional, and easy to work with. Super happy with the results and would definitely recommend him!""]"
2026-03-15T09:11:32Z,Seattle,mobile detailer,Premier Mobile Detailing,"
6009 47th Ave S, Seattle, WA 98118",,https://premierdetailseattle.com/,5.0,113,no,"no name mentioned enough times, also mentions technician",,"[{""review_index"": 1, ""text"": ""Diego was punctual communicative""}, {""review_index"": 2, ""text"": ""The technician was very polite""}, {""review_index"": 4, ""text"": ""Tesla and the technician""}, {""review_index"": 5, ""text"": ""the detailer showed up on time, very friendly,""}]",,"[""It was such a nice experience to have my car cleaned at my house. This eliminated having to be without my car! Diego was punctual communicative and the detailing was adequately priced. I will be doing this again for sure!"", ""I highly recommend their services! They were able to fit me in last minute, and did a stellar job on the interior of my vehicle. Our SUV was covered in sand, and now there is not a grain of sand to be found. The technician was very polite and masked (COVID). Would use again! Positive Responsiveness, Punctuality, Quality, Professionalism"", ""Prime Carpet Cleaning in Seattle was excellent! Our home has never looked cleaner. They were professional, on time, prompt, and the result turned out great."", ""They did such a great job tackling our family van that I had them back to detail our Tesla and the technician worked miracles to get it looking brand new again! We really appreciated the courtesy, friendliness, and professionalism of the technician and the excellent communication from management. 5/5 stars would recommend!! Great quality work + convenience + unbeatable price = very happy customers. We plan to use their service again in the future."", ""Made an appointment, the detailer showed up on time, very friendly, explained what he would do, he needed access to an outlet and a water faucet. He told me it would take 2 hours. It ended up taking four because my car was so dirty, my fault. No extra charge. Would highly recommend their services. I was pleasantly surprised. It's nice to see good customer service. They turned my old Subaru into an almost new car."", ""I just used Prime to detail my Mini Cooper and it’s like new! They came to my house and cleaned my car in the driveway while I worked. I would recommend them to anyone. Positive Punctuality, Quality, Professionalism Services Service not listed""]"
2026-03-15T09:15:11Z,Seattle,mobile detailer,L&M Mobile Ceramic Coating – Lake City WA,"
11038 Lake City Way NE suite a, Seattle, WA 98125",,https://www.lmcardetailing.com/washington/lake-city?utm_source=GBP,5.0,36,no,too many plural pronouns,,"[{""review_index"": 1, ""text"": ""friendly guys""}, {""review_index"": 2, ""text"": ""by the L&M team""}]",,"[""The reviews are true, friendly guys who do mobile work which is handy. They spent a good deal of time and left my car (which was literally starting to turn green after several pnw years) looking and smelling great."", ""This was second time getting my car detailed by the L&M team and my experience was as wonderful as the first. Great attention to detail, friendly service, price was very reasonable, and the option for mobile detailing was super convenient. Looking forward to my next service - thank you!"", ""I got paint correction done here- had a lot of piled up grease on my car. Loved the job !"", ""Laurence did a phenomenal job detailing our truck and mini cooper. They looked just like they did when we got them new off the dealership lot. Thank you so much! 😊"", ""Our car was graffitied over night. I called this morning, and they arrived in about 30 minutes. Got the spray paint off. Washed the car. Looks as good as new!"", ""Did a wonderful job!! I had tree sap all over my car and a magnet piece stuck in the cup holder that was nearly impossible to remove, in addition to seat stains. Golden Van took care of that all without a single scratch. I’m impressed by the quality of work done on the interior and exterior and very satisfied with the outcome.""]"
